dep,jour,pop,p,cl_age90
51,2020-06-09,72009.00,2,59
51,2020-06-09,67019.00,1,69
51,2020-06-09,47029.00,0,79
51,2020-06-09,26142.00,2,89
51,2020-06-09,6990.00,0,90
52,2020-06-09,169250.00,1,0
52,2020-06-09,16554.00,0,09
52,2020-06-09,18311.00,0,19
52,2020-06-09,16085.00,0,29
52,2020-06-09,17980.00,0,39
52,2020-06-09,19980.00,0,49
52,2020-06-09,24288.00,0,59
52,2020-06-09,24972.00,0,69
52,2020-06-09,17509.00,0,79
52,2020-06-09,10711.00,0,89
52,2020-06-09,2860.00,1,90
53,2020-06-09,305365.00,1,0
53,2020-06-09,34882.00,1,09
53,2020-06-09,39986.00,0,19
53,2020-06-09,28248.00,0,29
53,2020-06-09,33591.00,0,39
53,2020-06-09,38239.00,0,49
53,2020-06-09,40380.00,0,59
53,2020-06-09,38731.00,0,69
53,2020-06-09,27234.00,0,79
53,2020-06-09,18329.00,0,89
53,2020-06-09,5745.00,0,90
54,2020-06-09,730398.00,42,0
54,2020-06-09,79209.00,2,09
54,2020-06-09,91484.00,5,19
54,2020-06-09,94161.00,3,29
54,2020-06-09,91468.00,6,39
54,2020-06-09,89778.00,7,49
54,2020-06-09,92748.00,6,59
54,2020-06-09,87766.00,5,69
54,2020-06-09,58778.00,6,79
54,2020-06-09,36017.00,1,89
54,2020-06-09,8989.00,1,90
55,2020-06-09,181641.00,5,0
55,2020-06-09,19060.00,1,09
55,2020-06-09,21315.00,1,19
55,2020-06-09,17068.00,1,29
55,2020-06-09,20573.00,0,39
55,2020-06-09,22189.00,0,49
55,2020-06-09,25507.00,1,59
55,2020-06-09,26010.00,1,69
55,2020-06-09,16897.00,0,79
55,2020-06-09,10354.00,0,89
55,2020-06-09,2668.00,0,90
56,2020-06-09,755566.00,1,0
56,2020-06-09,76812.00,0,09
56,2020-06-09,89841.00,0,19
56,2020-06-09,64396.00,0,29
56,2020-06-09,80891.00,1,39
56,2020-06-09,94257.00,0,49
56,2020-06-09,103556.00,0,59
56,2020-06-09,109483.00,0,69
56,2020-06-09,78474.00,0,79
56,2020-06-09,45846.00,0,89
56,2020-06-09,12010.00,0,90
57,2020-06-09,1035866.00,7,0
57,2020-06-09,111345.00,0,09
57,2020-06-09,118336.00,0,19
57,2020-06-09,111147.00,2,29
57,2020-06-09,132378.00,1,39
57,2020-06-09,131505.00,1,49
57,2020-06-09,147461.00,0,59
57,2020-06-09,135878.00,1,69
57,2020-06-09,85112.00,0,79
57,2020-06-09,51288.00,1,89
57,2020-06-09,11416.00,1,90
58,2020-06-09,199596.00,0,0
58,2020-06-09,17430.00,0,09
58,2020-06-09,20761.00,0,19
58,2020-06-09,15489.00,0,29
58,2020-06-09,18995.00,0,39
58,2020-06-09,22646.00,0,49
58,2020-06-09,27780.00,0,59
58,2020-06-09,32637.00,0,69
58,2020-06-09,24372.00,0,79
58,2020-06-09,14937.00,0,89
58,2020-06-09,4549.00,0,90
59,2020-06-09,2588988.00,46,0
59,2020-06-09,325817.00,0,09
59,2020-06-09,349653.00,6,19
59,2020-06-09,329952.00,8,29
59,2020-06-09,335101.00,6,39
59,2020-06-09,326530.00,6,49
59,2020-06-09,320261.00,6,59
59,2020-06-09,285720.00,4,69
59,2020-06-09,184388.00,3,79
59,2020-06-09,105642.00,2,89
59,2020-06-09,25924.00,5,90
60,2020-06-09,825077.00,2,0
60,2020-06-09,105005.00,0,09
60,2020-06-09,109771.00,0,19
60,2020-06-09,86945.00,0,29
60,2020-06-09,106081.00,0,39
60,2020-06-09,111306.00,0,49
60,2020-06-09,110477.00,1,59
60,2020-06-09,95477.00,0,69
60,2020-06-09,60846.00,1,79
60,2020-06-09,31232.00,0,89
60,2020-06-09,7937.00,0,90
61,2020-06-09,276903.00,1,0
61,2020-06-09,27454.00,0,09
61,2020-06-09,32376.00,0,19
61,2020-06-09,23921.00,0,29
61,2020-06-09,27860.00,0,39
61,2020-06-09,32672.00,0,49
61,2020-06-09,38069.00,0,59
61,2020-06-09,40286.00,1,69
61,2020-06-09,29441.00,0,79
61,2020-06-09,19119.00,0,89
61,2020-06-09,5705.00,0,90
62,2020-06-09,1452778.00,9,0
62,2020-06-09,175077.00,2,09
62,2020-06-09,192152.00,0,19
62,2020-06-09,155051.00,2,29
62,2020-06-09,181223.00,1,39
62,2020-06-09,185396.00,1,49
62,2020-06-09,188804.00,1,59
62,2020-06-09,181141.00,0,69
62,2020-06-09,113951.00,1,79
62,2020-06-09,64319.00,0,89
62,2020-06-09,15664.00,1,90
63,2020-06-09,660240.00,3,0
63,2020-06-09,68489.00,0,09
63,2020-06-09,79191.00,0,19
63,2020-06-09,75092.00,0,29
63,2020-06-09,77930.00,0,39
63,2020-06-09,83111.00,0,49
63,2020-06-09,86381.00,0,59
63,2020-06-09,84468.00,1,69
63,2020-06-09,61456.00,0,79
63,2020-06-09,34498.00,2,89
63,2020-06-09,9624.00,0,90
64,2020-06-09,683169.00,0,0
64,2020-06-09,67302.00,0,09
64,2020-06-09,77643.00,0,19
64,2020-06-09,63354.00,0,29
64,2020-06-09,78556.00,0,39
64,2020-06-09,87908.00,0,49
64,2020-06-09,94942.00,0,59
64,2020-06-09,90129.00,0,69
64,2020-06-09,68265.00,0,79
64,2020-06-09,42654.00,0,89
64,2020-06-09,12416.00,0,90
65,2020-06-09,226839.00,0,0
65,2020-06-09,20120.00,0,09
65,2020-06-09,24719.00,0,19
65,2020-06-09,19425.00,0,29
65,2020-06-09,22948.00,0,39
65,2020-06-09,26998.00,0,49
65,2020-06-09,32331.00,0,59
65,2020-06-09,34306.00,0,69
65,2020-06-09,25355.00,0,79
65,2020-06-09,15874.00,0,89
65,2020-06-09,4763.00,0,90
66,2020-06-09,479000.00,0,0
66,2020-06-09,48883.00,0,09
66,2020-06-09,53353.00,0,19
66,2020-06-09,42808.00,0,29
66,2020-06-09,51091.00,0,39
66,2020-06-09,57577.00,0,49
66,2020-06-09,63924.00,0,59
66,2020-06-09,66386.00,0,69
66,2020-06-09,55486.00,0,79
66,2020-06-09,30698.00,0,89
66,2020-06-09,8794.00,0,90
67,2020-06-09,1132607.00,6,0
67,2020-06-09,122957.00,1,09
67,2020-06-09,135148.00,0,19
67,2020-06-09,141488.00,0,29
67,2020-06-09,143902.00,1,39
67,2020-06-09,144948.00,1,49
67,2020-06-09,155713.00,0,59
67,2020-06-09,137001.00,2,69
67,2020-06-09,87712.00,0,79
67,2020-06-09,51381.00,1,89
67,2020-06-09,12357.00,0,90
68,2020-06-09,763204.00,7,0
68,2020-06-09,85912.00,0,09
68,2020-06-09,89905.00,0,19
68,2020-06-09,78096.00,0,29
68,2020-06-09,94190.00,0,39
68,2020-06-09,100879.00,1,49
68,2020-06-09,108273.00,0,59
68,2020-06-09,96611.00,2,69
68,2020-06-09,63975.00,2,79
68,2020-06-09,36716.00,1,89
68,2020-06-09,8647.00,1,90
69,2020-06-09,1876051.00,10,0
69,2020-06-09,236754.00,0,09
69,2020-06-09,241388.00,1,19
69,2020-06-09,267382.00,3,29
69,2020-06-09,255779.00,2,39
69,2020-06-09,235508.00,1,49
69,2020-06-09,220390.00,1,59
69,2020-06-09,179326.00,1,69
69,2020-06-09,136780.00,0,79
69,2020-06-09,79378.00,0,89
69,2020-06-09,23366.00,1,90
70,2020-06-09,233194.00,1,0
70,2020-06-09,24220.00,0,09
70,2020-06-09,28206.00,0,19
70,2020-06-09,19489.00,0,29
70,2020-06-09,25822.00,0,39
70,2020-06-09,29753.00,1,49
70,2020-06-09,33090.00,0,59
70,2020-06-09,32926.00,0,69
70,2020-06-09,23536.00,0,79
70,2020-06-09,12851.00,0,89
70,2020-06-09,3301.00,0,90
71,2020-06-09,547824.00,0,0
71,2020-06-09,55476.00,0,09
71,2020-06-09,61913.00,0,19
71,2020-06-09,45987.00,0,29
71,2020-06-09,58219.00,0,39
71,2020-06-09,65377.00,0,49
71,2020-06-09,76338.00,0,59
71,2020-06-09,78024.00,0,69
71,2020-06-09,60117.00,0,79
71,2020-06-09,35767.00,0,89
71,2020-06-09,10606.00,0,90
72,2020-06-09,560227.00,1,0
72,2020-06-09,63602.00,0,09
72,2020-06-09,72034.00,0,19
72,2020-06-09,55253.00,0,29
72,2020-06-09,61693.00,0,39
72,2020-06-09,69750.00,1,49
72,2020-06-09,73282.00,0,59
72,2020-06-09,72118.00,0,69
72,2020-06-09,51143.00,0,79
72,2020-06-09,31996.00,0,89
72,2020-06-09,9356.00,0,90
73,2020-06-09,432548.00,1,0
73,2020-06-09,47262.00,0,09
73,2020-06-09,51084.00,0,19
73,2020-06-09,43688.00,0,29
73,2020-06-09,52325.00,1,39
73,2020-06-09,57492.00,0,49
73,2020-06-09,59925.00,0,59
73,2020-06-09,53862.00,0,69
73,2020-06-09,38517.00,0,79
73,2020-06-09,22041.00,0,89
73,2020-06-09,6352.00,0,90
74,2020-06-09,828405.00,0,0
74,2020-06-09,104882.00,0,09
74,2020-06-09,98955.00,0,19
74,2020-06-09,88234.00,0,29
74,2020-06-09,121243.00,0,39
74,2020-06-09,117006.00,0,49
74,2020-06-09,110349.00,0,59
74,2020-06-09,85386.00,0,69
74,2020-06-09,61775.00,0,79
74,2020-06-09,31929.00,0,89
74,2020-06-09,8646.00,0,90
75,2020-06-09,2148271.00,29,0
75,2020-06-09,198578.00,1,09
75,2020-06-09,208074.00,3,19
75,2020-06-09,386230.00,3,29
75,2020-06-09,332595.00,7,39
75,2020-06-09,277369.00,4,49
75,2020-06-09,259307.00,5,59
75,2020-06-09,213755.00,2,69
75,2020-06-09,163119.00,2,79
75,2020-06-09,82607.00,1,89
75,2020-06-09,26637.00,1,90
76,2020-06-09,1243788.00,6,0
76,2020-06-09,145855.00,0,09
76,2020-06-09,158113.00,0,19
76,2020-06-09,142048.00,1,29
76,2020-06-09,152559.00,0,39
76,2020-06-09,151379.00,1,49
76,2020-06-09,159079.00,0,59
76,2020-06-09,152712.00,4,69
76,2020-06-09,105179.00,0,79
76,2020-06-09,59968.00,0,89
76,2020-06-09,16896.00,0,90
77,2020-06-09,1423607.00,18,0
77,2020-06-09,193962.00,0,09
77,2020-06-09,198063.00,1,19
77,2020-06-09,165327.00,2,29
77,2020-06-09,192425.00,2,39
77,2020-06-09,196727.00,1,49
77,2020-06-09,185341.00,4,59
77,2020-06-09,143322.00,1,69
77,2020-06-09,90874.00,0,79
77,2020-06-09,45594.00,2,89
77,2020-06-09,11972.00,5,90
78,2020-06-09,1448625.00,10,0
78,2020-06-09,190620.00,2,09
78,2020-06-09,195194.00,0,19
78,2020-06-09,157603.00,1,29
78,2020-06-09,184091.00,3,39
78,2020-06-09,202141.00,1,49
78,2020-06-09,192045.00,1,59
78,2020-06-09,146820.00,2,69
78,2020-06-09,105652.00,0,79
78,2020-06-09,58798.00,0,89
78,2020-06-09,15661.00,0,90
79,2020-06-09,372627.00,0,0
79,2020-06-09,39632.00,0,09
79,2020-06-09,45474.00,0,19
79,2020-06-09,32422.00,0,29
79,2020-06-09,41182.00,0,39
79,2020-06-09,47239.00,0,49
79,2020-06-09,51600.00,0,59
79,2020-06-09,50265.00,0,69
79,2020-06-09,35645.00,0,79
79,2020-06-09,22415.00,0,89
79,2020-06-09,6753.00,0,90
80,2020-06-09,569769.00,1,0
80,2020-06-09,63540.00,0,09
80,2020-06-09,74671.00,0,19
80,2020-06-09,67500.00,0,29
80,2020-06-09,67453.00,0,39
80,2020-06-09,71182.00,0,49
80,2020-06-09,73570.00,0,59
80,2020-06-09,70734.00,0,69
80,2020-06-09,47445.00,0,79
80,2020-06-09,26365.00,1,89
80,2020-06-09,7309.00,0,90
81,2020-06-09,387898.00,0,0
81,2020-06-09,39182.00,0,09
81,2020-06-09,45691.00,0,19
81,2020-06-09,33077.00,0,29
81,2020-06-09,41434.00,0,39
81,2020-06-09,48581.00,0,49
81,2020-06-09,53768.00,0,59
81,2020-06-09,53163.00,0,69
81,2020-06-09,39537.00,0,79
81,2020-06-09,25720.00,0,89
81,2020-06-09,7745.00,0,90
82,2020-06-09,262618.00,0,0
82,2020-06-09,30151.00,0,09
82,2020-06-09,33408.00,0,19
82,2020-06-09,22971.00,0,29
82,2020-06-09,30052.00,0,39
82,2020-06-09,35032.00,0,49
82,2020-06-09,35322.00,0,59
82,2020-06-09,33551.00,0,69
82,2020-06-09,23831.00,0,79
82,2020-06-09,13997.00,0,89
82,2020-06-09,4303.00,0,90
83,2020-06-09,1073836.00,1,0
83,2020-06-09,108243.00,0,09
83,2020-06-09,115973.00,0,19
83,2020-06-09,95085.00,0,29
83,2020-06-09,120276.00,0,39
83,2020-06-09,131324.00,0,49
83,2020-06-09,145518.00,1,59
83,2020-06-09,146038.00,0,69
83,2020-06-09,125510.00,0,79
83,2020-06-09,68179.00,0,89
83,2020-06-09,17690.00,0,90
84,2020-06-09,560997.00,1,0
84,2020-06-09,63998.00,0,09
84,2020-06-09,68213.00,0,19
84,2020-06-09,54685.00,0,29
84,2020-06-09,63922.00,1,39
84,2020-06-09,70030.00,0,49
84,2020-06-09,77217.00,0,59
84,2020-06-09,71634.00,0,69
84,2020-06-09,53880.00,0,79
84,2020-06-09,29528.00,0,89
84,2020-06-09,7890.00,0,90
85,2020-06-09,683187.00,2,0
85,2020-06-09,71997.00,0,09
85,2020-06-09,83165.00,0,19
85,2020-06-09,56960.00,1,29
85,2020-06-09,75720.00,0,39
85,2020-06-09,86574.00,1,49
85,2020-06-09,89803.00,0,59
85,2020-06-09,97061.00,0,69
85,2020-06-09,71401.00,0,79
85,2020-06-09,39912.00,0,89
85,2020-06-09,10594.00,0,90
86,2020-06-09,437398.00,1,0
86,2020-06-09,45553.00,0,09
86,2020-06-09,55809.00,0,19
86,2020-06-09,51459.00,0,29
86,2020-06-09,48717.00,0,39
86,2020-06-09,52927.00,0,49
86,2020-06-09,55357.00,0,59
86,2020-06-09,55709.00,1,69
86,2020-06-09,38886.00,0,79
86,2020-06-09,24916.00,0,89
86,2020-06-09,8065.00,0,90
87,2020-06-09,370774.00,0,0
87,2020-06-09,36125.00,0,09
87,2020-06-09,43048.00,0,19
87,2020-06-09,38136.00,0,29
87,2020-06-09,39312.00,0,39
87,2020-06-09,44763.00,0,49
87,2020-06-09,49746.00,0,59
87,2020-06-09,50526.00,0,69
87,2020-06-09,38447.00,0,79
87,2020-06-09,23291.00,0,89
87,2020-06-09,7380.00,0,90
88,2020-06-09,359520.00,7,0
88,2020-06-09,35081.00,0,09
88,2020-06-09,41961.00,1,19
88,2020-06-09,31734.00,1,29
88,2020-06-09,38540.00,0,39
88,2020-06-09,43251.00,0,49
88,2020-06-09,51489.00,0,59
88,2020-06-09,52456.00,1,69
88,2020-06-09,36533.00,2,79
88,2020-06-09,22627.00,2,89
88,2020-06-09,5848.00,0,90
89,2020-06-09,332096.00,0,0
89,2020-06-09,35145.00,0,09
89,2020-06-09,38846.00,0,19
89,2020-06-09,28069.00,0,29
89,2020-06-09,36906.00,0,39
89,2020-06-09,40908.00,0,49
89,2020-06-09,45251.00,0,59
89,2020-06-09,47469.00,0,69
89,2020-06-09,34187.00,0,79
89,2020-06-09,19687.00,0,89
89,2020-06-09,5628.00,0,90
90,2020-06-09,140145.00,1,0
90,2020-06-09,15602.00,0,09
90,2020-06-09,17564.00,0,19
90,2020-06-09,15757.00,0,29
90,2020-06-09,16796.00,0,39
90,2020-06-09,17954.00,1,49
90,2020-06-09,18412.00,0,59
90,2020-06-09,17295.00,0,69
90,2020-06-09,11945.00,0,79
90,2020-06-09,7033.00,0,89
90,2020-06-09,1787.00,0,90
91,2020-06-09,1319401.00,33,0
91,2020-06-09,181967.00,3,09
91,2020-06-09,178366.00,3,19
91,2020-06-09,163898.00,3,29
91,2020-06-09,174980.00,7,39
91,2020-06-09,179847.00,4,49
91,2020-06-09,169548.00,3,59
91,2020-06-09,125968.00,2,69
91,2020-06-09,84911.00,5,79
91,2020-06-09,47796.00,2,89
91,2020-06-09,12120.00,1,90
92,2020-06-09,1613762.00,3,0
92,2020-06-09,201673.00,1,09
92,2020-06-09,192311.00,0,19
92,2020-06-09,216187.00,0,29
92,2020-06-09,241384.00,1,39
92,2020-06-09,227139.00,0,49
92,2020-06-09,201643.00,1,59
92,2020-06-09,148428.00,0,69
92,2020-06-09,105386.00,0,79
92,2020-06-09,59907.00,0,89
92,2020-06-09,19704.00,0,90
93,2020-06-09,1670149.00,12,0
93,2020-06-09,258509.00,1,09
93,2020-06-09,226523.00,0,19
93,2020-06-09,222290.00,2,29
93,2020-06-09,256009.00,2,39
93,2020-06-09,231000.00,3,49
93,2020-06-09,197192.00,1,59
93,2020-06-09,143660.00,0,69
93,2020-06-09,83141.00,0,79
93,2020-06-09,41509.00,2,89
93,2020-06-09,10316.00,1,90
94,2020-06-09,1406041.00,11,0
94,2020-06-09,184482.00,1,09
94,2020-06-09,175118.00,0,19
94,2020-06-09,188876.00,2,29
94,2020-06-09,201248.00,3,39
94,2020-06-09,189650.00,2,49
94,2020-06-09,178549.00,2,59
94,2020-06-09,134760.00,0,69
94,2020-06-09,87847.00,0,79
94,2020-06-09,50463.00,1,89
94,2020-06-09,15048.00,0,90
95,2020-06-09,1248354.00,24,0
95,2020-06-09,185065.00,3,09
95,2020-06-09,172460.00,0,19
95,2020-06-09,151506.00,5,29
95,2020-06-09,175116.00,2,39
95,2020-06-09,167938.00,6,49
95,2020-06-09,155011.00,5,59
95,2020-06-09,121128.00,2,69
95,2020-06-09,72032.00,0,79
95,2020-06-09,37684.00,1,89
95,2020-06-09,10414.00,0,90
971,2020-06-09,376879.00,0,0
971,2020-06-09,40134.00,0,09
971,2020-06-09,50483.00,0,19
971,2020-06-09,34558.00,0,29
971,2020-06-09,37149.00,0,39
971,2020-06-09,48928.00,0,49
971,2020-06-09,60524.00,0,59
971,2020-06-09,51113.00,0,69
971,2020-06-09,33062.00,0,79
971,2020-06-09,16008.00,0,89
971,2020-06-09,4920.00,0,90
972,2020-06-09,358749.00,5,0
972,2020-06-09,33991.00,0,09
972,2020-06-09,43014.00,2,19
972,2020-06-09,31496.00,1,29
972,2020-06-09,34280.00,0,39
972,2020-06-09,42967.00,2,49
972,2020-06-09,62671.00,0,59
972,2020-06-09,52556.00,0,69
972,2020-06-09,33509.00,0,79
972,2020-06-09,18767.00,0,89
972,2020-06-09,5498.00,0,90
973,2020-06-09,290691.00,37,0
973,2020-06-09,62043.00,4,09
973,2020-06-09,58638.00,9,19
973,2020-06-09,40421.00,5,29
973,2020-06-09,39602.00,7,39
973,2020-06-09,34757.00,5,49
973,2020-06-09,27026.00,3,59
973,2020-06-09,17446.00,3,69
973,2020-06-09,7368.00,1,79
973,2020-06-09,2721.00,0,89
973,2020-06-09,669.00,0,90
974,2020-06-09,859959.00,4,0
974,2020-06-09,121691.00,0,09
974,2020-06-09,134452.00,0,19
974,2020-06-09,98215.00,1,29
974,2020-06-09,104568.00,1,39
974,2020-06-09,113615.00,1,49
974,2020-06-09,125597.00,1,59
974,2020-06-09,89851.00,0,69
974,2020-06-09,46693.00,0,79
974,2020-06-09,20815.00,0,89
974,2020-06-09,4462.00,0,90
975,2020-06-09,6008.00,0,0
975,2020-06-09,705.00,0,09
975,2020-06-09,725.00,0,19
975,2020-06-09,476.00,0,29
975,2020-06-09,766.00,0,39
975,2020-06-09,1019.00,0,49
975,2020-06-09,980.00,0,59
975,2020-06-09,676.00,0,69
975,2020-06-09,406.00,0,79
975,2020-06-09,211.00,0,89
975,2020-06-09,44.00,0,90
976,2020-06-09,279471.00,32,0
976,2020-06-09,84963.00,2,09
976,2020-06-09,65294.00,3,19
976,2020-06-09,36651.00,5,29
976,2020-06-09,37697.00,9,39
976,2020-06-09,28132.00,5,49
976,2020-06-09,14768.00,4,59
976,2020-06-09,7746.00,1,69
976,2020-06-09,3034.00,2,79
976,2020-06-09,1005.00,1,89
976,2020-06-09,181.00,0,90
977,2020-06-09,9793.00,0,0
977,2020-06-09,1017.30,0,09
977,2020-06-09,821.56,0,19
977,2020-06-09,1579.02,0,29
977,2020-06-09,1723.75,0,39
977,2020-06-09,1780.34,0,49
977,2020-06-09,1523.15,0,59
977,2020-06-09,730.21,0,69
977,2020-06-09,411.22,0,79
977,2020-06-09,173.93,0,89
977,2020-06-09,32.53,0,90
978,2020-06-09,35746.00,0,0
978,2020-06-09,6127.71,0,09
978,2020-06-09,5976.77,0,19
978,2020-06-09,4015.39,0,29
978,2020-06-09,4815.59,0,39
978,2020-06-09,5698.09,0,49
978,2020-06-09,4773.35,0,59
978,2020-06-09,2878.06,0,69
978,2020-06-09,1097.69,0,79
978,2020-06-09,296.77,0,89
978,2020-06-09,66.60,0,90
01,2020-06-10,656955.00,1,0
01,2020-06-10,83001.00,0,09
01,2020-06-10,84665.00,0,19
01,2020-06-10,65496.00,0,29
01,2020-06-10,85588.00,0,39
01,2020-06-10,89678.00,0,49
01,2020-06-10,89791.00,0,59
01,2020-06-10,73500.00,0,69
01,2020-06-10,51011.00,0,79
01,2020-06-10,26830.00,0,89
01,2020-06-10,7395.00,1,90
02,2020-06-10,526050.00,6,0
02,2020-06-10,62312.00,0,09
02,2020-06-10,67540.00,0,19
02,2020-06-10,51443.00,0,29
02,2020-06-10,62599.00,0,39
02,2020-06-10,64812.00,0,49
02,2020-06-10,70352.00,1,59
02,2020-06-10,69077.00,1,69
02,2020-06-10,45371.00,1,79
02,2020-06-10,25627.00,3,89
02,2020-06-10,6917.00,0,90
03,2020-06-10,331315.00,1,0
03,2020-06-10,30871.00,0,09
03,2020-06-10,35788.00,0,19
03,2020-06-10,28141.00,0,29
03,2020-06-10,33349.00,0,39
03,2020-06-10,39464.00,0,49
03,2020-06-10,45840.00,0,59
03,2020-06-10,48958.00,0,69
03,2020-06-10,38220.00,0,79
03,2020-06-10,23577.00,1,89
03,2020-06-10,7107.00,0,90
04,2020-06-10,165197.00,0,0
04,2020-06-10,16220.00,0,09
04,2020-06-10,18061.00,0,19
04,2020-06-10,13269.00,0,29
04,2020-06-10,17545.00,0,39
04,2020-06-10,19525.00,0,49
04,2020-06-10,23898.00,0,59
04,2020-06-10,24485.00,0,69
04,2020-06-10,18808.00,0,79
04,2020-06-10,10427.00,0,89
04,2020-06-10,2959.00,0,90
05,2020-06-10,141756.00,0,0
05,2020-06-10,14582.00,0,09
05,2020-06-10,15698.00,0,19
05,2020-06-10,11715.00,0,29
05,2020-06-10,16000.00,0,39
05,2020-06-10,17800.00,0,49
05,2020-06-10,20029.00,0,59
05,2020-06-10,20216.00,0,69
05,2020-06-10,14617.00,0,79
05,2020-06-10,8430.00,0,89
05,2020-06-10,2669.00,0,90
06,2020-06-10,1079396.00,7,0
06,2020-06-10,110588.00,1,09
06,2020-06-10,116274.00,0,19
06,2020-06-10,105817.00,1,29
06,2020-06-10,126997.00,1,39
06,2020-06-10,136067.00,1,49
06,2020-06-10,146182.00,0,59
06,2020-06-10,133883.00,1,69
06,2020-06-10,114019.00,1,79
06,2020-06-10,68397.00,0,89
06,2020-06-10,21172.00,1,90
07,2020-06-10,326875.00,4,0
07,2020-06-10,33254.00,0,09
07,2020-06-10,37340.00,0,19
07,2020-06-10,26256.00,0,29
07,2020-06-10,34837.00,3,39
07,2020-06-10,41497.00,0,49
07,2020-06-10,46663.00,0,59
07,2020-06-10,47030.00,0,69
07,2020-06-10,35181.00,0,79
07,2020-06-10,19228.00,1,89
07,2020-06-10,5589.00,0,90
08,2020-06-10,265531.00,2,0
08,2020-06-10,28385.00,0,09
08,2020-06-10,31952.00,0,19
08,2020-06-10,25309.00,0,29
08,2020-06-10,30561.00,0,39
08,2020-06-10,32888.00,0,49
08,2020-06-10,37571.00,0,59
08,2020-06-10,36558.00,2,69
08,2020-06-10,24132.00,0,79
08,2020-06-10,14627.00,0,89
08,2020-06-10,3548.00,0,90
09,2020-06-10,152398.00,0,0
09,2020-06-10,14332.00,0,09
09,2020-06-10,16386.00,0,19
09,2020-06-10,12982.00,0,29
09,2020-06-10,15798.00,0,39
09,2020-06-10,18797.00,0,49
09,2020-06-10,21635.00,0,59
09,2020-06-10,22639.00,0,69
09,2020-06-10,16403.00,0,79
09,2020-06-10,10157.00,0,89
09,2020-06-10,3269.00,0,90
10,2020-06-10,309907.00,1,0
10,2020-06-10,35109.00,0,09
10,2020-06-10,39404.00,0,19
10,2020-06-10,33165.00,0,29
10,2020-06-10,36584.00,1,39
10,2020-06-10,38394.00,0,49
10,2020-06-10,39551.00,0,59
10,2020-06-10,38744.00,0,69
10,2020-06-10,28146.00,0,79
10,2020-06-10,16154.00,0,89
10,2020-06-10,4656.00,0,90
11,2020-06-10,372705.00,1,0
11,2020-06-10,36668.00,0,09
11,2020-06-10,41976.00,0,19
11,2020-06-10,30786.00,0,29
11,2020-06-10,39384.00,0,39
11,2020-06-10,45681.00,0,49
11,2020-06-10,51248.00,0,59
11,2020-06-10,54211.00,0,69
11,2020-06-10,42651.00,1,79
11,2020-06-10,23159.00,0,89
11,2020-06-10,6941.00,0,90
12,2020-06-10,278360.00,0,0
12,2020-06-10,25889.00,0,09
12,2020-06-10,30051.00,0,19
12,2020-06-10,22303.00,0,29
12,2020-06-10,28724.00,0,39
12,2020-06-10,33377.00,0,49
12,2020-06-10,39683.00,0,59
12,2020-06-10,40721.00,0,69
12,2020-06-10,30946.00,0,79
12,2020-06-10,20712.00,0,89
12,2020-06-10,5954.00,0,90
13,2020-06-10,2034469.00,25,0
13,2020-06-10,238296.00,0,09
13,2020-06-10,242619.00,3,19
13,2020-06-10,229385.00,3,29
13,2020-06-10,254362.00,3,39
13,2020-06-10,256640.00,1,49
13,2020-06-10,265649.00,4,59
13,2020-06-10,236530.00,5,69
13,2020-06-10,182685.00,1,79
13,2020-06-10,100029.00,2,89
13,2020-06-10,28274.00,3,90
14,2020-06-10,691453.00,2,0
14,2020-06-10,72169.00,0,09
14,2020-06-10,88223.00,1,19
14,2020-06-10,76688.00,0,29
14,2020-06-10,78671.00,0,39
14,2020-06-10,84964.00,0,49
14,2020-06-10,89285.00,0,59
14,2020-06-10,91001.00,0,69
14,2020-06-10,63355.00,1,79
14,2020-06-10,36325.00,0,89
14,2020-06-10,10772.00,0,90
15,2020-06-10,142811.00,0,0
15,2020-06-10,11848.00,0,09
15,2020-06-10,14723.00,0,19
15,2020-06-10,10823.00,0,29
15,2020-06-10,14131.00,0,39
15,2020-06-10,17202.00,0,49
15,2020-06-10,21195.00,0,59
15,2020-06-10,22570.00,0,69
15,2020-06-10,16580.00,0,79
15,2020-06-10,10736.00,0,89
15,2020-06-10,3003.00,0,90
16,2020-06-10,348180.00,0,0
16,2020-06-10,33211.00,0,09
16,2020-06-10,38113.00,0,19
16,2020-06-10,32134.00,0,29
16,2020-06-10,37221.00,0,39
16,2020-06-10,42419.00,0,49
16,2020-06-10,48767.00,0,59
16,2020-06-10,50853.00,0,69
16,2020-06-10,36331.00,0,79
16,2020-06-10,22430.00,0,89
16,2020-06-10,6701.00,0,90
17,2020-06-10,647080.00,0,0
17,2020-06-10,58806.00,0,09
17,2020-06-10,71812.00,0,19
17,2020-06-10,53205.00,0,29
17,2020-06-10,66631.00,0,39
17,2020-06-10,78405.00,0,49
17,2020-06-10,85909.00,0,59
17,2020-06-10,99076.00,0,69
17,2020-06-10,77944.00,0,79
17,2020-06-10,42748.00,0,89
17,2020-06-10,12544.00,0,90
18,2020-06-10,296404.00,1,0
18,2020-06-10,29609.00,0,09
18,2020-06-10,32324.00,0,19
18,2020-06-10,25641.00,0,29
18,2020-06-10,31552.00,0,39
18,2020-06-10,35301.00,0,49
18,2020-06-10,41611.00,0,59
18,2020-06-10,42884.00,0,69
18,2020-06-10,32539.00,0,79
18,2020-06-10,19265.00,1,89
18,2020-06-10,5678.00,0,90
19,2020-06-10,240336.00,2,0
